price,volume,time,buy/sell,market/limit,misc
2694.78000,0.11838309,2025-02-15 20:07:15.768059254,s,m,
2692.56000,0.01182812,2025-02-15 20:16:03.269497633,b,m,
2692.56000,0.25000000,2025-02-15 20:16:03.269497633,b,m,
2692.56000,0.85235318,2025-02-15 20:16:03.269497633,b,m,
2692.55000,0.03713249,2025-02-15 20:17:37.113933563,s,l,
2692.55000,0.03713249,2025-02-15 20:17:37.113933563,s,l,
2692.55000,0.03713249,2025-02-15 20:17:37.113933563,s,l,
2687.09000,1.00000000,2025-02-15 20:28:28.471891165,s,l,
2687.09000,0.60000000,2025-02-15 20:28:28.471891403,s,l,
2687.09000,0.25000000,2025-02-15 20:28:28.471891403,s,l,
2687.09000,2.69546368,2025-02-15 20:28:28.471891403,s,l,
2689.73000,0.00725702,2025-02-15 20:35:17.189146042,b,l,
2684.93000,0.00400000,2025-02-15 20:41:42.404400110,b,m,
2685.23000,0.03432502,2025-02-15 20:41:42.404400110,b,m,
2684.50000,0.25251133,2025-02-15 20:42:22.003780603,s,l,
2682.25000,0.05442789,2025-02-15 20:43:16.796979904,b,l,
2682.76000,0.03127210,2025-02-15 20:44:50.791572332,s,l,
2683.00000,0.03727046,2025-02-15 20:47:16.823638678,s,m,
2682.88000,0.05046500,2025-02-15 20:47:36.008256197,s,l,
2681.83000,0.02721750,2025-02-15 20:48:53.575137138,b,l,
2681.82000,0.01864405,2025-02-15 20:50:50.140199900,s,l,
2682.00000,0.08187008,2025-02-15 20:55:47.487113714,b,l,
2682.00000,0.09793661,2025-02-15 20:55:47.487113714,b,l,
2683.80000,0.01503316,2025-02-15 20:57:10.513130665,b,m,
2685.00000,0.24121000,2025-02-15 21:00:17.324462652,b,m,
2687.60000,0.12951661,2025-02-15 21:00:17.324462652,b,m,
2688.52000,0.50000000,2025-02-15 21:00:46.313759565,b,m,
2688.95000,0.00446428,2025-02-15 21:00:52.081180573,b,l,
2689.84000,1.85884662,2025-02-15 21:02:52.150449038,s,m,
2689.85000,0.03721321,2025-02-15 21:05:43.274115801,b,l,
2689.85000,0.03722748,2025-02-15 21:05:43.274115801,b,l,
2691.92000,0.01194637,2025-02-15 21:05:56.755305052,s,l,
2691.91000,0.00773535,2025-02-15 21:05:56.755305052,s,l,
2690.83000,0.01195515,2025-02-15 21:08:34.546565533,s,m,
2690.83000,0.02519583,2025-02-15 21:08:34.546565533,s,m,
2691.04000,0.18260010,2025-02-15 21:09:00.080200672,b,l,
2691.90000,0.00826495,2025-02-15 21:13:14.108633518,s,l,
2691.90000,0.02300000,2025-02-15 21:15:48.040917635,s,l,
2691.19000,0.01114748,2025-02-15 21:22:24.894808769,s,m,
2691.90000,0.00500000,2025-02-15 21:26:13.932420731,s,m,
2691.76000,0.00843998,2025-02-15 21:32:02.842807055,b,m,
2691.79000,0.00886762,2025-02-15 21:32:02.842807055,b,m,
2691.19000,0.01123149,2025-02-15 21:33:35.550268650,b,l,
2691.60000,0.01702097,2025-02-15 21:37:03.801029921,s,m,
2691.68000,0.00668745,2025-02-15 21:37:18.959098577,s,l,
2691.90000,0.00668917,2025-02-15 21:40:16.564246178,s,l,
2691.91000,0.00668917,2025-02-15 21:40:17.664667368,b,m,
2691.91000,0.00668745,2025-02-15 21:40:20.092730284,b,m,
2691.91000,0.02380199,2025-02-15 21:41:27.568690777,b,l,
2691.91000,0.02380199,2025-02-15 21:41:27.568690777,b,l,
2692.55000,0.02380199,2025-02-15 21:41:33.955112696,b,m,
2692.55000,0.15600470,2025-02-15 21:41:39.068073511,b,l,
2692.55000,0.17980669,2025-02-15 21:41:39.068073511,b,l,
2692.55000,0.01242656,2025-02-15 21:41:39.068073511,b,l,
2692.58000,0.03633782,2025-02-15 21:41:39.068073511,b,l,
2692.60000,0.06473041,2025-02-15 21:41:39.068073511,b,l,
2695.95000,0.00738249,2025-02-15 21:41:44.122594118,b,m,
2696.41000,0.18485076,2025-02-15 21:41:44.122594118,b,m,
2696.78000,0.00760307,2025-02-15 21:43:20.605972767,b,m,
2696.78000,0.03686333,2025-02-15 21:43:20.605972767,b,m,
2696.79000,0.17980669,2025-02-15 21:45:33.241429090,b,l,
2698.42000,0.16977584,2025-02-15 21:45:48.687551975,b,l,
2699.92000,0.00378132,2025-02-15 21:46:14.794957638,b,l,
2699.92000,0.00214358,2025-02-15 21:46:14.794957876,b,l,
2699.63000,0.00372492,2025-02-15 21:46:18.699893236,b,l,
2699.63000,0.00220119,2025-02-15 21:46:18.699893236,b,l,
2699.06000,12.22300000,2025-02-15 21:50:08.041958094,s,m,
2698.91000,0.41447709,2025-02-15 21:50:08.041958094,s,m,
2700.85000,0.20755814,2025-02-15 21:52:34.008191824,s,l,
2701.03000,0.03845708,2025-02-15 21:53:02.837686539,b,m,
2701.89000,0.77200000,2025-02-15 21:53:43.836459398,b,m,
2701.89000,0.22800000,2025-02-15 21:53:43.836459398,b,m,
2700.85000,0.02964906,2025-02-15 22:03:12.898411274,b,m,
2701.80000,0.00823086,2025-02-15 22:06:28.372344732,s,l,
2703.46000,0.15766816,2025-02-15 22:12:04.764301777,b,m,
